customer_id,first_name,last_name,email,phone,signup_date
C00410,Oscar,King,oscar.king@example.com,555-1499,2023-11-01
C00411,Carol,Anderson,carol.anderson@example.com,555-4201,2023-08-09
C00412,Grace,Anderson,grace.anderson@example.com,555-8153,2023-06-01
C00413,Oscar,Young,oscar.young@example.com,555-7333,2023-04-15
C00414,Nina,Smith,nina.smith@example.com,555-6756,2023-03-18
C00415,Alice,Brown,alice.brown@example.com,555-9531,2023-12-27
C00416,Nina,King,nina.king@example.com,555-1197,2023-12-26
C00417,Laura,Allen,laura.allen@example.com,555-2905,2023-12-23
C00418,Bob,Hall,bob.hall@example.com,555-5518,2023-05-09
C00419,Laura,Taylor,laura.taylor@example.com,555-9889,2023-09-10
C00420,Mike,Hill,mike.hill@example.com,555-9224,2023-02-12
C00421,Ivy,Miller,ivy.miller@example.com,555-5373,2023-05-22
C00422,David,Brown,david.brown@example.com,555-6946,2023-04-10
C00423,Jack,Allen,jack.allen@example.com,555-5386,2023-03-16
C00424,Grace,Lee,grace.lee@example.com,555-7152,2023-01-14
C00425,Jack,Smith,jack.smith@example.com,555-9775,2023-02-22
C00426,Frank,Walker,frank.walker@example.com,555-6004,2023-06-09
C00427,Alice,Young,alice.young@example.com,555-5439,2023-05-28
C00428,Pam,Taylor,pam.taylor@example.com,555-2163,2023-09-15
C00429,Hank,Johnson,hank.johnson@example.com,555-9609,2023-10-06
C00430,Jack,Baker,jack.baker@example.com,555-6651,2023-05-02
C00431,Grace,Scott,grace.scott@example.com,555-7197,2023-06-05
C00432,Alice,Scott,alice.scott@example.com,555-4564,2023-07-17
C00433,Alice,Allen,alice.allen@example.com,555-7709,2023-08-06
C00434,Bob,Walker,bob.walker@example.com,555-2915,2023-05-31
C00435,Mike,Anderson,mike.anderson@example.com,555-1896,2023-04-24
C00436,Eve,Baker,eve.baker@example.com,555-9796,2023-01-27
C00437,Mike,Scott,mike.scott@example.com,555-4053,2023-04-14
C00438,Eve,Anderson,eve.anderson@example.com,555-8954,2023-10-20
C00439,Jack,Taylor,jack.taylor@example.com,555-6976,2023-11-06
C00440,Nina,Scott,nina.scott@example.com,555-2809,2023-01-25
C00441,David,King,david.king@example.com,555-2810,2023-05-11
C00442,Mike,Smith,mike.smith@example.com,555-5349,2023-10-12
C00443,Ivy,Hill,ivy.hill@example.com,555-9552,2023-10-04
C00444,Hank,Smith,hank.smith@example.com,555-9709,2023-05-31
C00445,Bob,Walker,bob.walker@example.com,555-2732,2023-03-10
C00446,Hank,Brown,hank.brown@example.com,555-6241,2023-05-09
C00447,Nina,Allen,nina.allen@example.com,555-2427,2023-09-20
C00448,Jack,Miller,jack.miller@example.com,555-3965,2023-10-28
C00449,Mike,Taylor,mike.taylor@example.com,555-3402,2023-10-27
C00450,Bob,Scott,bob.scott@example.com,555-2870,2023-02-23
C00451,Oscar,Walker,oscar.walker@example.com,555-1734,2023-03-14
C00452,Pam,Miller,pam.miller@example.com,555-4337,2023-06-14
C00453,Laura,Hill,laura.hill@example.com,555-6027,2023-12-20
C00454,Hank,Hill,hank.hill@example.com,555-9263,2023-11-16
C00455,Ivy,Hall,ivy.hall@example.com,555-8303,2023-05-11
C00456,Hank,Young,hank.young@example.com,555-9181,2023-09-01
C00457,Alice,Walker,alice.walker@example.com,555-9961,2023-10-20
C00458,Mike,King,mike.king@example.com,555-6542,2023-02-09
C00459,Jack,Brown,jack.brown@example.com,555-3752,2023-12-08
C00460,Carol,Smith,carol.smith@example.com,555-8417,2023-02-15
C00461,Hank,Walker,hank.walker@example.com,555-1108,2023-03-24
C00462,Ivy,Miller,ivy.miller@example.com,555-1956,2023-09-23
C00463,Alice,Walker,alice.walker@example.com,555-6721,2023-01-05
C00464,Carol,Hall,carol.hall@example.com,555-2323,2023-07-06
C00465,Nina,Walker,nina.walker@example.com,555-5443,2023-03-13
C00466,Ivy,Johnson,ivy.johnson@example.com,555-2698,2023-02-13
C00467,David,Walker,david.walker@example.com,555-7251,2023-02-18
C00468,Carol,Hill,carol.hill@example.com,555-5737,2023-04-07
C00469,Ivy,Young,ivy.young@example.com,555-9275,2023-10-12
C00470,Jack,King,jack.king@example.com,555-8400,2023-03-20
C00471,Oscar,Hall,oscar.hall@example.com,555-4605,2023-08-03
C00472,Grace,Scott,grace.scott@example.com,555-5819,2023-11-28
C00473,David,Baker,david.baker@example.com,555-4676,2023-03-05
C00474,Pam,Brown,pam.brown@example.com,555-3577,2023-09-05
C00475,Alice,Hall,alice.hall@example.com,555-3263,2023-11-12
C00476,Oscar,Anderson,oscar.anderson@example.com,555-1419,2023-02-27
C00477,David,Brown,david.brown@example.com,555-9398,2023-09-07
C00478,Alice,Hill,alice.hill@example.com,555-1139,2023-04-16
C00479,Alice,Lee,alice.lee@example.com,555-6580,2023-11-26
C00480,Alice,Allen,alice.allen@example.com,555-5666,2023-06-02
C00481,Oscar,Miller,oscar.miller@example.com,555-1336,2023-09-30
C00482,Carol,Hall,carol.hall@example.com,555-3059,2023-04-01
C00483,Nina,Miller,nina.miller@example.com,555-2013,2023-03-25
C00484,Oscar,Smith,oscar.smith@example.com,555-2783,2023-03-12
C00485,Jack,Hall,jack.hall@example.com,555-8670,2023-01-15
C00486,Carol,Johnson,carol.johnson@example.com,555-7375,2023-03-06
C00487,Grace,Lee,grace.lee@example.com,555-3357,2023-04-09
C00488,Frank,Lee,frank.lee@example.com,555-4488,2023-10-09
C00489,Bob,Smith,bob.smith@example.com,555-8475,2023-03-09
C00490,Ivy,Lee,ivy.lee@example.com,555-7218,2023-05-16
C00491,Laura,Baker,laura.baker@example.com,555-4872,2023-10-08
C00492,Mike,Brown,mike.brown@example.com,555-4887,2023-04-27
C00493,Nina,Scott,nina.scott@example.com,555-3275,2023-05-01
C00494,Oscar,Allen,oscar.allen@example.com,555-8885,2023-01-21
C00495,Eve,Anderson,eve.anderson@example.com,555-4515,2023-08-22
C00496,Alice,Allen,alice.allen@example.com,555-9045,2023-03-27
C00497,Eve,Miller,eve.miller@example.com,555-7960,2023-10-12
C00498,Carol,Young,carol.young@example.com,555-3100,2023-08-14
C00499,Carol,Baker,carol.baker@example.com,555-8120,2023-07-14
C00500,Nina,King,nina.king@example.com,555-8399,2023-05-07
C00501,Nina,Allen,nina.allen@example.com,555-7371,2023-10-10
C00502,Ivy,Allen,ivy.allen@example.com,555-5466,2023-09-22
C00503,David,Scott,david.scott@example.com,555-1576,2023-11-20
C00504,Pam,Scott,pam.scott@example.com,555-4697,2023-02-10
C00505,David,Baker,david.baker@example.com,555-2316,2023-01-27
C00506,David,Taylor,david.taylor@example.com,555-5288,2023-09-19
C00507,Hank,Brown,hank.brown@example.com,555-8490,2023-12-18
C00508,Frank,Young,frank.young@example.com,555-5775,2023-04-20
C00509,Eve,Miller,eve.miller@example.com,555-3236,2023-03-24
C00510,Eve,Hill,eve.hill@example.com,555-9315,2023-03-20
C00511,Grace,Taylor,grace.taylor@example.com,555-1345,2023-12-30
C00512,Pam,Taylor,pam.taylor@example.com,555-6224,2023-08-06
C00513,Oscar,Baker,oscar.baker@example.com,555-7752,2023-07-30
C00514,Carol,Smith,carol.smith@example.com,555-5519,2023-03-08
C00515,Alice,Young,alice.young@example.com,555-7179,2023-05-03
C00516,Ivy,Smith,ivy.smith@example.com,555-2096,2023-07-08
C00517,Nina,Scott,nina.scott@example.com,555-3045,2023-10-16
C00518,Eve,Johnson,eve.johnson@example.com,555-4344,2023-07-19
C00519,Hank,Scott,hank.scott@example.com,555-2521,2023-04-16
C00520,Grace,Scott,grace.scott@example.com,555-1863,2023-02-13
C00521,Jack,Allen,jack.allen@example.com,555-4215,2023-07-19
C00522,Carol,Allen,carol.allen@example.com,555-8880,2023-02-15
C00523,Grace,Baker,grace.baker@example.com,555-7016,2023-10-31
C00524,Oscar,Scott,oscar.scott@example.com,555-1249,2023-08-10
C00525,Eve,Miller,eve.miller@example.com,555-6637,2023-03-06
C00526,David,Anderson,david.anderson@example.com,555-3337,2023-10-10
C00527,Frank,Brown,frank.brown@example.com,555-7073,2023-08-01
C00528,Grace,Lee,grace.lee@example.com,555-1959,2023-07-12
C00529,Grace,Young,grace.young@example.com,555-5987,2023-08-18
C00530,Hank,Anderson,hank.anderson@example.com,555-8037,2023-10-12
C00531,Oscar,Miller,oscar.miller@example.com,555-7016,2023-06-16
C00532,Eve,Taylor,eve.taylor@example.com,555-6618,2023-09-22
C00533,Nina,Baker,nina.baker@example.com,555-8795,2023-10-19
C00534,Jack,Miller,jack.miller@example.com,555-5207,2023-07-17
C00535,Carol,Brown,carol.brown@example.com,555-7508,2023-08-01
C00536,Alice,King,alice.king@example.com,555-9513,2023-07-20
C00537,Hank,Baker,hank.baker@example.com,555-5872,2023-03-24
C00538,Mike,Scott,mike.scott@example.com,555-2466,2023-08-03
C00539,Oscar,Allen,oscar.allen@example.com,555-3976,2023-03-13
C00540,Carol,Hall,carol.hall@example.com,555-7310,2023-11-25
C00541,Hank,Smith,hank.smith@example.com,555-1292,2023-02-28
C00542,Bob,Johnson,bob.johnson@example.com,555-2819,2023-07-23
C00543,Eve,Anderson,eve.anderson@example.com,555-8278,2023-08-07
C00544,Bob,Brown,bob.brown@example.com,555-3626,2023-11-11
C00545,Hank,Walker,hank.walker@example.com,555-4514,2023-10-10
C00546,Ivy,Brown,ivy.brown@example.com,555-4256,2023-04-23
C00547,David,Hill,david.hill@example.com,555-1596,2023-02-14
C00548,Eve,Walker,eve.walker@example.com,555-5373,2023-05-17
C00549,Laura,Taylor,laura.taylor@example.com,555-8166,2023-09-29
C00550,Alice,Walker,alice.walker@example.com,555-6091,2023-03-31
C00551,Ivy,Baker,ivy.baker@example.com,555-6506,2023-01-31
C00552,Ivy,Miller,ivy.miller@example.com,555-1966,2023-12-20
C00553,Carol,Baker,carol.baker@example.com,555-5291,2023-03-27
C00554,Ivy,King,ivy.king@example.com,555-4766,2023-04-17
C00555,David,Lee,david.lee@example.com,555-9269,2023-09-04
C00556,Eve,Anderson,eve.anderson@example.com,555-3641,2023-07-17
C00557,Laura,Smith,laura.smith@example.com,555-9450,2023-08-04
C00558,Carol,Anderson,carol.anderson@example.com,555-5126,2023-06-25
C00559,Hank,Brown,hank.brown@example.com,555-2231,2023-07-01
C00560,Alice,Hill,alice.hill@example.com,555-9165,2023-11-25
C00561,Oscar,King,oscar.king@example.com,555-7371,2023-12-11
C00562,Alice,Miller,alice.miller@example.com,555-4095,2023-06-09
C00563,Grace,Anderson,grace.anderson@example.com,555-4379,2023-01-01
C00564,Alice,Miller,alice.miller@example.com,555-9648,2023-04-11
C00565,Eve,King,eve.king@example.com,555-2168,2023-03-19
C00566,Ivy,Scott,ivy.scott@example.com,555-6712,2023-09-29
C00567,Frank,Johnson,frank.johnson@example.com,555-3361,2023-12-19
C00568,Ivy,Lee,ivy.lee@example.com,555-2274,2023-08-29
C00569,Laura,Miller,laura.miller@example.com,555-4472,2023-09-20
C00570,David,Anderson,david.anderson@example.com,555-7251,2023-07-29
C00571,Pam,Johnson,pam.johnson@example.com,555-7407,2023-10-30
C00572,Oscar,Hill,oscar.hill@example.com,555-3005,2023-08-10
C00573,Pam,Hall,pam.hall@example.com,555-6281,2023-02-23
C00574,Carol,Brown,carol.brown@example.com,555-6831,2023-07-03
C00575,Nina,Smith,nina.smith@example.com,555-7108,2023-10-13
C00576,Jack,Hall,jack.hall@example.com,555-6484,2023-01-06
C00577,Alice,Walker,alice.walker@example.com,555-4209,2023-12-18
C00578,Carol,Taylor,carol.taylor@example.com,555-7006,2023-07-19
C00579,David,King,david.king@example.com,555-5540,2023-03-05
C00580,Grace,Brown,grace.brown@example.com,555-7152,2023-07-22
C00581,Hank,Smith,hank.smith@example.com,555-8710,2023-02-07
C00582,Carol,Baker,carol.baker@example.com,555-6256,2023-12-14
C00583,Mike,Lee,mike.lee@example.com,555-3271,2023-02-04
C00584,Bob,Taylor,bob.taylor@example.com,555-6878,2023-09-09
C00585,Jack,Baker,jack.baker@example.com,555-8309,2023-08-19
C00586,David,Johnson,david.johnson@example.com,555-4594,2023-07-01
C00587,Alice,Anderson,alice.anderson@example.com,555-8412,2023-08-09
C00588,Grace,Anderson,grace.anderson@example.com,555-5504,2023-07-25
C00589,Ivy,Miller,ivy.miller@example.com,555-3468,2023-04-02
C00590,Hank,Scott,hank.scott@example.com,555-1435,2023-06-07
C00591,Eve,Hill,eve.hill@example.com,555-1810,2023-04-06
C00592,Ivy,Allen,ivy.allen@example.com,555-3438,2023-01-28
C00593,Carol,Hall,carol.hall@example.com,555-8431,2023-03-20
C00594,Mike,Anderson,mike.anderson@example.com,555-4749,2023-02-23
C00595,Bob,Brown,bob.brown@example.com,555-8066,2023-12-28
C00596,Nina,King,nina.king@example.com,555-5044,2023-02-17
C00597,Mike,Lee,mike.lee@example.com,555-4025,2023-05-26
C00598,Ivy,Smith,ivy.smith@example.com,555-3055,2023-11-02
C00599,Pam,Young,pam.young@example.com,555-7534,2023-08-18
C00600,Pam,Smith,pam.smith@example.com,555-7206,2023-10-03
C00601,David,Lee,david.lee@example.com,555-7343,2023-11-23
C00602,Ivy,King,ivy.king@example.com,555-2913,2023-10-20
C00603,Eve,Lee,eve.lee@example.com,555-4768,2023-05-10
C00604,Frank,Smith,frank.smith@example.com,555-8336,2023-11-08
C00605,Hank,Walker,hank.walker@example.com,555-7310,2023-12-23
C00606,Nina,Young,nina.young@example.com,555-2906,2023-10-13
C00607,Bob,Lee,bob.lee@example.com,555-2303,2023-07-22
C00608,David,Anderson,david.anderson@example.com,555-7798,2023-03-16
C00609,Nina,Miller,nina.miller@example.com,555-9670,2023-07-17
C00610,Hank,Young,hank.young@example.com,555-1424,2023-03-29
C00611,Frank,Walker,frank.walker@example.com,555-6587,2023-07-17
C00612,Eve,Anderson,eve.anderson@example.com,555-4373,2023-12-19
C00613,Hank,Scott,hank.scott@example.com,555-6965,2023-12-26
C00614,Nina,Johnson,nina.johnson@example.com,555-6431,2023-06-04
C00615,David,Young,david.young@example.com,555-2679,2023-10-12
C00616,Mike,Hill,mike.hill@example.com,555-5090,2023-09-05
C00617,Grace,Anderson,grace.anderson@example.com,555-2410,2023-01-15
C00618,Bob,Young,bob.young@example.com,555-9770,2023-08-20
C00619,Alice,Taylor,alice.taylor@example.com,555-6821,2023-09-19
C00620,Alice,Miller,alice.miller@example.com,555-1521,2023-02-05
C00621,Bob,Walker,bob.walker@example.com,555-5237,2023-11-18
C00622,Nina,Anderson,nina.anderson@example.com,555-3021,2023-01-27
C00623,Oscar,Allen,oscar.allen@example.com,555-3685,2023-12-09
C00624,Ivy,Baker,ivy.baker@example.com,555-7393,2023-01-06
C00625,Grace,Smith,grace.smith@example.com,555-9133,2023-07-29
C00626,Grace,Hill,grace.hill@example.com,555-3907,2023-09-10
C00627,Grace,Hall,grace.hall@example.com,555-6493,2023-08-04
C00628,Grace,Lee,grace.lee@example.com,555-4965,2023-03-31
C00629,Laura,Anderson,laura.anderson@example.com,555-6084,2023-10-25
C00630,Mike,Brown,mike.brown@example.com,555-1918,2023-03-29
C00631,Oscar,Baker,oscar.baker@example.com,555-2353,2023-05-04
C00632,Jack,Allen,jack.allen@example.com,555-7670,2023-04-17
C00633,Frank,Scott,frank.scott@example.com,555-6175,2023-10-26
C00634,Oscar,Taylor,oscar.taylor@example.com,555-3401,2023-08-20
C00635,Alice,Lee,alice.lee@example.com,555-4277,2023-10-16
C00636,Carol,Lee,carol.lee@example.com,555-5844,2023-03-23
C00637,Grace,Smith,grace.smith@example.com,555-4731,2023-01-31
C00638,Alice,Taylor,alice.taylor@example.com,555-5381,2023-09-22
C00639,David,Brown,david.brown@example.com,555-3504,2023-08-07
C00640,Frank,Scott,frank.scott@example.com,555-9794,2023-09-25
C00641,Oscar,Miller,oscar.miller@example.com,555-3491,2023-01-15
C00642,Ivy,Anderson,ivy.anderson@example.com,555-6409,2023-07-27
C00643,Oscar,Hill,oscar.hill@example.com,555-5254,2023-10-09
C00644,David,Hill,david.hill@example.com,555-9610,2023-10-16
C00645,Nina,Miller,nina.miller@example.com,555-4459,2023-07-22
C00646,Hank,Walker,hank.walker@example.com,555-3312,2023-02-20
C00647,Pam,Hill,pam.hill@example.com,555-2886,2023-10-13
C00648,Ivy,Taylor,ivy.taylor@example.com,555-9711,2023-04-20
C00649,David,Scott,david.scott@example.com,555-8766,2023-05-18
C00650,David,Anderson,david.anderson@example.com,555-9995,2023-07-03
C00651,Jack,Young,jack.young@example.com,555-4475,2023-01-24
C00652,Carol,Allen,carol.allen@example.com,555-3579,2023-01-19
C00653,Pam,Lee,pam.lee@example.com,555-6093,2023-04-24
C00654,Laura,Brown,laura.brown@example.com,555-9760,2023-08-21
C00655,Frank,King,frank.king@example.com,555-2494,2023-05-05
C00656,Pam,Hall,pam.hall@example.com,555-8850,2023-11-25
C00657,David,Hall,david.hall@example.com,555-4620,2023-03-04
C00658,Grace,Hall,grace.hall@example.com,555-8639,2023-10-31
C00659,Bob,Hall,bob.hall@example.com,555-8191,2023-10-12
C00660,Frank,Allen,frank.allen@example.com,555-7221,2023-12-05
C00661,Oscar,King,oscar.king@example.com,555-5989,2023-04-05
C00662,Laura,Hall,laura.hall@example.com,555-8697,2023-08-05
C00663,Oscar,Miller,oscar.miller@example.com,555-5129,2023-11-26
C00664,Oscar,Lee,oscar.lee@example.com,555-5535,2023-03-17
C00665,Laura,Anderson,laura.anderson@example.com,555-8105,2023-01-22
C00666,Laura,Hall,laura.hall@example.com,555-7152,2023-05-07
C00667,Jack,Anderson,jack.anderson@example.com,555-7646,2023-12-07
C00668,Carol,Allen,carol.allen@example.com,555-6302,2023-08-03
C00669,Alice,Brown,alice.brown@example.com,555-8016,2023-05-02
C00670,Bob,Taylor,bob.taylor@example.com,555-7344,2023-12-16
C00671,Nina,Walker,nina.walker@example.com,555-6301,2023-09-06
C00672,Carol,Anderson,carol.anderson@example.com,555-7745,2023-05-11
C00673,Mike,Allen,mike.allen@example.com,555-7686,2023-02-16
C00674,Hank,Walker,hank.walker@example.com,555-5209,2023-08-15
C00675,Mike,Young,mike.young@example.com,555-3542,2023-04-05
C00676,Bob,Lee,bob.lee@example.com,555-3378,2023-07-11
C00677,Nina,Johnson,nina.johnson@example.com,555-7439,2023-07-02
C00678,David,King,david.king@example.com,555-5632,2023-11-26
C00679,David,Walker,david.walker@example.com,555-1781,2023-06-26
C00680,Mike,Young,mike.young@example.com,555-6084,2023-06-21
C00681,Mike,Scott,mike.scott@example.com,555-4984,2023-06-18
C00682,Mike,Hill,mike.hill@example.com,555-2198,2023-10-06
C00683,Frank,Hill,frank.hill@example.com,555-8341,2023-07-21
C00684,Grace,Hill,grace.hill@example.com,555-6555,2023-02-15
C00685,Bob,Miller,bob.miller@example.com,555-3336,2023-09-15
C00686,Laura,Anderson,laura.anderson@example.com,555-9635,2023-08-14
C00687,David,Hall,david.hall@example.com,555-9086,2023-10-11
C00688,Frank,Anderson,frank.anderson@example.com,555-5519,2023-04-08
C00689,Ivy,Walker,ivy.walker@example.com,555-1266,2023-10-27
C00690,Oscar,Anderson,oscar.anderson@example.com,555-6815,2023-01-12
C00691,Alice,Baker,alice.baker@example.com,555-6549,2023-10-07
C00692,Mike,Smith,mike.smith@example.com,555-9766,2023-05-12
C00693,Nina,Lee,nina.lee@example.com,555-9661,2023-03-15
C00694,Bob,Hall,bob.hall@example.com,555-7786,2023-03-25
C00695,Bob,Hall,bob.hall@example.com,555-1499,2023-04-29
C00696,Nina,Baker,nina.baker@example.com,555-7238,2023-08-28
C00697,Laura,Miller,laura.miller@example.com,555-9892,2023-12-21
C00698,Grace,Johnson,grace.johnson@example.com,555-2044,2023-12-18
C00699,Grace,Johnson,grace.johnson@example.com,555-8740,2023-02-22
C00700,Bob,Anderson,bob.anderson@example.com,555-5177,2023-12-07
C00701,Nina,Allen,nina.allen@example.com,555-5332,2023-01-13
C00702,Ivy,Brown,ivy.brown@example.com,555-2855,2023-05-12
C00703,Jack,Hill,jack.hill@example.com,555-4349,2023-04-14
C00704,Eve,Johnson,eve.johnson@example.com,555-7825,2023-10-08
C00705,Jack,Miller,jack.miller@example.com,555-9480,2023-10-10
C00706,Carol,Allen,carol.allen@example.com,555-3099,2023-10-30
C00707,Laura,Johnson,laura.johnson@example.com,555-3528,2023-03-24
C00708,Mike,Johnson,mike.johnson@example.com,555-9324,2023-06-26
C00709,Ivy,Anderson,ivy.anderson@example.com,555-2730,2023-03-01
C00710,David,King,david.king@example.com,555-1053,2023-07-03
C00711,Laura,Allen,laura.allen@example.com,555-5041,2023-10-16
C00712,Frank,Scott,frank.scott@example.com,555-3710,2023-08-16
C00713,Frank,Young,frank.young@example.com,555-1113,2023-07-14
C00714,Eve,Johnson,eve.johnson@example.com,555-4484,2023-06-16
C00715,Alice,Miller,alice.miller@example.com,555-4984,2023-02-13
C00716,Hank,Young,hank.young@example.com,555-3004,2023-01-31
C00717,Hank,Johnson,hank.johnson@example.com,555-8590,2023-06-18
C00718,Eve,Smith,eve.smith@example.com,555-7615,2023-10-04
C00719,Jack,Miller,jack.miller@example.com,555-4425,2023-11-29
C00720,Hank,Smith,hank.smith@example.com,555-4093,2023-09-16
C00721,Oscar,Hall,oscar.hall@example.com,555-9201,2023-04-17
C00722,Nina,Baker,nina.baker@example.com,555-1544,2023-08-31
C00723,Bob,Allen,bob.allen@example.com,555-2994,2023-06-13
C00724,Laura,Baker,laura.baker@example.com,555-4046,2023-05-04
C00725,Ivy,Young,ivy.young@example.com,555-3324,2023-12-08
C00726,Mike,Young,mike.young@example.com,555-6798,2023-10-04
C00727,Carol,Lee,carol.lee@example.com,555-8999,2023-01-16
C00728,David,King,david.king@example.com,555-6671,2023-09-27
C00729,Laura,Lee,laura.lee@example.com,555-9646,2023-08-21
C00730,Pam,Johnson,pam.johnson@example.com,555-5643,2023-11-24
C00731,Carol,Johnson,carol.johnson@example.com,555-4394,2023-08-31
C00732,Bob,Allen,bob.allen@example.com,555-2254,2023-09-27
C00733,David,Young,david.young@example.com,555-6883,2023-11-26
C00734,Mike,Hall,mike.hall@example.com,555-4303,2023-08-26
C00735,David,Johnson,david.johnson@example.com,555-3081,2023-01-18
C00736,Bob,Taylor,bob.taylor@example.com,555-2344,2023-08-06
C00737,Ivy,Baker,ivy.baker@example.com,555-9786,2023-11-09
C00738,Eve,Johnson,eve.johnson@example.com,555-9011,2023-06-28
C00739,Oscar,Scott,oscar.scott@example.com,555-8235,2023-10-14
C00740,Pam,Taylor,pam.taylor@example.com,555-5957,2023-02-11
C00741,Alice,Smith,alice.smith@example.com,555-9554,2023-06-01
C00742,Nina,Johnson,nina.johnson@example.com,555-8028,2023-01-18
C00743,Eve,Allen,eve.allen@example.com,555-8465,2023-04-27
C00744,Ivy,Hall,ivy.hall@example.com,555-2794,2023-01-31
C00745,Bob,Allen,bob.allen@example.com,555-1626,2023-11-26
C00746,Alice,Hall,alice.hall@example.com,555-7674,2023-11-22
C00747,Nina,Hill,nina.hill@example.com,555-2638,2023-11-19
C00748,David,Miller,david.miller@example.com,555-7434,2023-06-19
C00749,Eve,Scott,eve.scott@example.com,555-6918,2023-12-02
C00750,Bob,Miller,bob.miller@example.com,555-8743,2023-02-10
C00751,David,Anderson,david.anderson@example.com,555-4101,2023-08-07
C00752,Alice,Johnson,alice.johnson@example.com,555-5653,2023-11-12
C00753,David,King,david.king@example.com,555-2989,2023-03-24
C00754,Mike,King,mike.king@example.com,555-2900,2023-01-25
C00755,Ivy,Smith,ivy.smith@example.com,555-9467,2023-01-28
C00756,Nina,Allen,nina.allen@example.com,555-3748,2023-11-07
C00757,Carol,Young,carol.young@example.com,555-6950,2023-05-10
C00758,Eve,Lee,eve.lee@example.com,555-5322,2023-08-07
C00759,Grace,Smith,grace.smith@example.com,555-5321,2023-05-14
C00760,Jack,Miller,jack.miller@example.com,555-9368,2023-05-14
C00761,Eve,Brown,eve.brown@example.com,555-8382,2023-10-20
C00762,Oscar,Taylor,oscar.taylor@example.com,555-1656,2023-10-22
C00763,Laura,Miller,laura.miller@example.com,555-9527,2023-11-01
C00764,Oscar,Hall,oscar.hall@example.com,555-5193,2023-03-12
C00765,David,Hill,david.hill@example.com,555-7965,2023-02-01
C00766,Hank,Miller,hank.miller@example.com,555-3160,2023-01-15
C00767,Hank,Scott,hank.scott@example.com,555-1532,2023-01-12
C00768,Hank,Taylor,hank.taylor@example.com,555-5199,2023-12-19
C00769,Hank,Young,hank.young@example.com,555-6546,2023-01-21
C00770,Ivy,Brown,ivy.brown@example.com,555-1292,2023-10-22
C00771,Laura,Walker,laura.walker@example.com,555-4558,2023-11-19
C00772,Ivy,Allen,ivy.allen@example.com,555-6556,2023-10-23
C00773,Alice,Anderson,alice.anderson@example.com,555-1706,2023-07-19
C00774,Ivy,Allen,ivy.allen@example.com,555-5332,2023-06-28
C00775,Laura,Anderson,laura.anderson@example.com,555-1455,2023-03-24
C00776,Pam,Allen,pam.allen@example.com,555-4017,2023-11-14
C00777,Eve,King,eve.king@example.com,555-7503,2023-07-21
C00778,Bob,Walker,bob.walker@example.com,555-7043,2023-04-24
C00779,Carol,Johnson,carol.johnson@example.com,555-7491,2023-05-25
C00780,Ivy,Taylor,ivy.taylor@example.com,555-5150,2023-04-14
C00781,Jack,Young,jack.young@example.com,555-5691,2023-06-19
C00782,Bob,Anderson,bob.anderson@example.com,555-8651,2023-12-24
C00783,Ivy,Scott,ivy.scott@example.com,555-2371,2023-06-02
C00784,Carol,Scott,carol.scott@example.com,555-7183,2023-02-19
C00785,Grace,Johnson,grace.johnson@example.com,555-1953,2023-01-30
C00786,Oscar,Brown,oscar.brown@example.com,555-1938,2023-11-29
C00787,Laura,Anderson,laura.anderson@example.com,555-3418,2023-07-04
C00788,Ivy,King,ivy.king@example.com,555-5635,2023-08-24
C00789,Bob,Scott,bob.scott@example.com,555-3365,2023-06-22
C00790,Jack,Miller,jack.miller@example.com,555-2638,2023-05-09
C00791,Hank,Scott,hank.scott@example.com,555-2650,2023-07-22
C00792,Pam,Walker,pam.walker@example.com,555-1603,2023-08-24
C00793,David,Brown,david.brown@example.com,555-1507,2023-10-23
C00794,Mike,Scott,mike.scott@example.com,555-5648,2023-02-16
C00795,Nina,King,nina.king@example.com,555-6257,2023-12-21
C00796,Alice,Hill,alice.hill@example.com,555-9046,2023-06-07
C00797,Jack,King,jack.king@example.com,555-2157,2023-03-06
C00798,David,Taylor,david.taylor@example.com,555-5069,2023-04-10
C00799,Frank,King,frank.king@example.com,555-8361,2023-10-12
C00800,Frank,Young,frank.young@example.com,555-1466,2023-09-25
C00801,Bob,Lee,bob.lee@example.com,555-2547,2023-02-10
C00802,Carol,Brown,carol.brown@example.com,555-2097,2023-08-22
C00803,Laura,Hall,laura.hall@example.com,555-5065,2023-10-29
C00804,Hank,Taylor,hank.taylor@example.com,555-7110,2023-07-14
C00805,Hank,Taylor,hank.taylor@example.com,555-1610,2023-01-14
C00806,Pam,Baker,pam.baker@example.com,555-3505,2023-06-27
C00807,Jack,Walker,jack.walker@example.com,555-1156,2023-05-11
C00808,Alice,Smith,alice.smith@example.com,555-5207,2023-06-04
C00809,Eve,King,eve.king@example.com,555-4630,2023-02-15
C00810,Frank,Smith,frank.smith@example.com,555-5811,2023-12-11
C00811,Mike,King,mike.king@example.com,555-5135,2023-03-29
C00812,Alice,Baker,alice.baker@example.com,555-6232,2023-09-22
C00813,Alice,Walker,alice.walker@example.com,555-7183,2023-11-28
C00814,Pam,Brown,pam.brown@example.com,555-5668,2023-03-11
C00815,Oscar,Scott,oscar.scott@example.com,555-3973,2023-06-13
C00816,Alice,Taylor,alice.taylor@example.com,555-5146,2023-07-03
C00817,Grace,Smith,grace.smith@example.com,555-1297,2023-10-31
C00818,Eve,Scott,eve.scott@example.com,555-2782,2023-09-25
